query_name,chromosome,position,reference_end,length,cigar,coverage
SRR14041381.5761094,NW_003526940.1,1434442,1434567,14384,125M,111
SRR14041381.16053606,NW_003526940.1,1434443,1434568,14345,125M,114
SRR14041381.19407403,NW_003526940.1,1434461,1434586,14334,125M,131
SRR14041381.3562309,NW_003526940.1,1436370,1436495,7784,125M,253
SRR14041381.9270646,NW_003526940.1,1436406,1436531,7760,125M,257
SRR14041381.11110462,NW_003526940.1,1436409,1436534,7805,125M,251
SRR14041381.8700000,NW_003526940.1,1438218,1438338,14658,6S48M1D71M,62
SRR14041381.13707505,NW_003526940.1,1438218,1438329,14710,15S48M1D62M,62
SRR14041381.19506010,NW_003526940.1,1438218,1438339,14699,5S48M1D72M,62
SRR14041381.29084804,NW_003526940.1,1438218,1438338,14692,6S48M1D71M,62
SRR14041381.3602077,NW_003526940.1,1438221,1438347,14679,45M1D80M,96
SRR14041381.9609732,NW_003526940.1,1438242,1438368,14671,24M1D101M,104
SRR14041381.11725734,NW_003526940.1,1438863,1438988,-100977,125M,168
SRR14041381.31982107,NW_003526940.1,1438863,1438988,-101408,125M,168
SRR14041381.13413552,NW_003526940.1,1438899,1439024,-101444,125M,183
SRR14041381.10260911,NW_003526940.1,1438916,1439042,-100982,112M1D13M,155
SRR14041381.17000432,NW_003526940.1,1438917,1439041,-100995,111M1D12M2S,155
SRR14041381.19811015,NW_003526940.1,1438917,1439041,-100983,111M1D12M2S,155
SRR14041381.12760839,NW_003526940.1,1438920,1439041,-101001,108M1D12M5S,159
SRR14041381.17371834,NW_003526940.1,1438920,1439041,-100985,108M1D12M5S,159
SRR14041381.10939145,NW_003526940.1,2522739,2522795,111976,56M69H,82
SRR14041381.2004326,NW_003526940.1,2522923,2522959,-16769,89H36M,102
SRR14041381.10550716,NW_003526940.1,2522923,2522962,-16769,86H39M,102
SRR14041381.15198279,NW_003526940.1,2522923,2522984,-16769,65H53M1D7M,102
SRR14041381.24564629,NW_003526940.1,2522923,2522973,-16769,75H50M,102
SRR14041381.20550336,NW_003526940.1,2523790,2523915,-2202004,125M,86
SRR14041381.12035412,NW_003526940.1,2523816,2523941,-2202025,125M,87
SRR14041381.4903982,NW_003526940.1,2526056,2526180,2572,28M1I96M,10
SRR14041381.21583564,NW_003526940.1,2526059,2526183,2587,25M1I99M,13
SRR14041381.21770081,NW_003526940.1,2526066,2526190,2551,18M1I106M,19
SRR14041381.27592650,NW_003526940.1,2526067,2526191,-2521734,17M1I107M,20
SRR14041381.31489718,NW_003526940.1,2526075,2526199,-2521759,9M1I115M,24
SRR14041381.18404606,NW_003526940.1,2526076,2526200,2544,8M1I116M,25
SRR14041381.28829032,NW_003526940.1,2526091,2526216,-2521726,125M,33
SRR14041381.32902781,NW_003526940.1,2526717,2526842,-1774709,125M,167
SRR14041381.772880,NW_003526940.1,2526755,2526880,-1774745,125M,171
SRR14041381.29468761,NW_003526940.1,2526841,2526967,-2521290,112M1D13M,128
SRR14041381.29582688,NW_003526940.1,2526841,2526967,-250818,112M1D13M,128
SRR14041381.5161087,NW_003526940.1,2526842,2526968,-250847,111M1D14M,127
SRR14041381.11049487,NW_003526940.1,2526842,2526968,-250828,111M1D14M,127
SRR14041381.24818010,NW_003526940.1,2526842,2526968,-250831,111M1D14M,127
SRR14041381.20035309,NW_003526940.1,2526843,2526969,-250851,110M1D15M,127
SRR14041381.32730688,NW_003526940.1,2527063,2527188,-1775200,125M,22
SRR14041381.27361621,NW_003526940.1,2527069,2527194,-1775202,125M,27
SRR14041381.11429790,NW_003526940.1,2528734,2528859,-2538,125M,64
SRR14041381.21770081,NW_003526940.1,2528739,2528864,-2551,125M,66
SRR14041381.10752679,NW_003526940.1,2528743,2528868,-2566,125M,67
SRR14041381.17136120,NW_003526940.1,2528768,2528893,-2591,125M,57
SRR14041381.18193193,NW_003526940.1,2528768,2528893,-2544,125M,57
SRR14041381.21583564,NW_003526940.1,2528768,2528893,-2587,125M,57
SRR14041381.29095946,NW_003526940.1,2532198,2532323,4677,125M,105
SRR14041381.24500023,NW_003526940.1,2532202,2532327,4774,125M,109
SRR14041381.25422325,NW_003526940.1,2532207,2532332,4781,125M,167
SRR14041381.29026810,NW_003526940.1,2532207,2532317,4801,15S110M,167
SRR14041381.31166701,NW_003526940.1,2532208,2532333,4632,125M,176
SRR14041381.21893127,NW_003526940.1,2532209,2532334,4632,125M,182
SRR14041381.22421573,NW_003526940.1,2532210,2532335,4783,125M,186
SRR14041381.17347331,NW_003526940.1,2532210,2532335,4667,125M,186
SRR14041381.23379421,NW_003526940.1,2532210,2532335,4687,125M,186
SRR14041381.19853287,NW_003526940.1,2532211,2532336,4660,125M,192
SRR14041381.10897383,NW_003526940.1,2532212,2532337,4771,125M,193
SRR14041381.27379853,NW_003526940.1,2532215,2532340,4640,125M,206
SRR14041381.31761861,NW_003526940.1,2532215,2532340,4667,125M,206
SRR14041381.9071913,NW_003526940.1,2532216,2532341,4612,125M,209
SRR14041381.29684209,NW_003526940.1,2532217,2532342,4647,125M,212
SRR14041381.1843003,NW_003526940.1,2532305,2532427,4512,122M3S,522
SRR14041381.30990529,NW_003526940.1,2532320,2532445,4494,125M,538
SRR14041381.2807052,NW_003526940.1,2532327,2532444,4641,117M8S,551
SRR14041381.6876211,NW_003526940.1,2532349,2532474,4646,125M,533
SRR14041381.2303360,NW_003526940.1,2532355,2532468,4651,12S113M,560
SRR14041381.9334078,NW_003526940.1,2532355,2532468,4617,12S113M,560
SRR14041381.9680629,NW_003526940.1,2532355,2532462,4630,10S107M8S,560
SRR14041381.21212290,NW_003526940.1,2532355,2532475,4638,5S120M,560
SRR14041381.22194575,NW_003526940.1,2532355,2532476,4644,4S121M,560
SRR14041381.24565210,NW_003526940.1,2532355,2532464,4616,16S109M,560
SRR14041381.27172795,NW_003526940.1,2532355,2532480,4660,125M,560
SRR14041381.621172,NW_003526940.1,2532355,2532476,4631,4S121M,560
SRR14041381.3388739,NW_003526940.1,2532355,2532467,4648,13S112M,560
SRR14041381.5419741,NW_003526940.1,2532355,2532464,4655,16S109M,560
SRR14041381.15916871,NW_003526940.1,2532355,2532470,4633,10S115M,560
SRR14041381.22143474,NW_003526940.1,2532355,2532462,4643,9S107M9S,560
SRR14041381.23989479,NW_003526940.1,2532355,2532462,4654,8S107M10S,560
SRR14041381.25231572,NW_003526940.1,2532355,2532462,4639,14S107M4S,560
SRR14041381.27582878,NW_003526940.1,2532355,2532475,4634,5S120M,560
SRR14041381.29251622,NW_003526940.1,2532355,2532467,4646,13S112M,560
SRR14041381.16806751,NW_003526940.1,2532356,2532475,4604,119M6S,616
SRR14041381.8203722,NW_003526940.1,2532360,2532485,4620,125M,626
SRR14041381.1263560,NW_003526940.1,2532361,2532470,4655,16S109M,630
SRR14041381.8575863,NW_003526940.1,2532361,2532469,4634,17S108M,630
SRR14041381.9537784,NW_003526940.1,2532361,2532462,4664,21S101M3S,630
SRR14041381.13794624,NW_003526940.1,2532361,2532468,-19964,18H107M,630
SRR14041381.26240805,NW_003526940.1,2532361,2532461,4661,23H100M2H,630
SRR14041381.29155362,NW_003526940.1,2532361,2532461,-19953,22H100M3H,630
SRR14041381.32790394,NW_003526940.1,2532362,2532475,4571,113M12S,664
SRR14041381.27025833,NW_003526940.1,2532363,2532488,4617,125M,666
SRR14041381.1782181,NW_003526940.1,2532364,2532479,4657,115M10S,622
SRR14041381.2688110,NW_003526940.1,2532364,2532489,4649,125M,622
SRR14041381.14506115,NW_003526940.1,2532373,2532498,4625,125M,710
SRR14041381.21737438,NW_003526940.1,2532374,2532499,4608,125M,708
SRR14041381.26144063,NW_003526940.1,2532374,2532499,4622,125M,708
SRR14041381.9898297,NW_003526940.1,2532375,2532500,-19757,125M,718
SRR14041381.13002155,NW_003526940.1,2532375,2532500,4597,125M,718
SRR14041381.663520,NW_003526940.1,2532378,2532497,4635,119M6S,730
SRR14041381.16872850,NW_003526940.1,2532378,2532495,4639,117M8S,730
SRR14041381.13448559,NW_003526940.1,2532379,2532494,-19764,10S115M,738
SRR14041381.2866354,NW_003526940.1,2532379,2532504,-19962,125M,738
SRR14041381.5435352,NW_003526940.1,2532380,2532497,4599,117M8S,742
SRR14041381.7937240,NW_003526940.1,2532380,2532505,-20001,125M,742
SRR14041381.29451947,NW_003526940.1,2532380,2532505,-19992,125M,742
SRR14041381.27269942,NW_003526940.1,2532386,2532511,-20007,125M,735
SRR14041381.2216442,NW_003526940.1,2532394,2532519,-19971,125M,714
SRR14041381.4386045,NW_003526940.1,2532406,2532531,-19983,125M,665
SRR14041381.9436351,NW_003526940.1,2532424,2532549,-19750,125M,601
SRR14041381.13982681,NW_003526940.1,2532430,2532555,-20019,125M,534
SRR14041381.20318061,NW_003526940.1,2532430,2532555,-20019,125M,534
SRR14041381.24594095,NW_003526940.1,2532430,2532551,-20025,4S121M,534
SRR14041381.9632441,NW_003526940.1,2532437,2532562,-19773,125M,535
SRR14041381.27972996,NW_003526940.1,2532438,2532563,-19816,125M,537
SRR14041381.32446938,NW_003526940.1,2532439,2532564,-19804,125M,534
SRR14041381.15153168,NW_003526940.1,2532455,2532580,-19999,125M,534
SRR14041381.22319828,NW_003526940.1,2532456,2532581,-19794,125M,534
SRR14041381.1644576,NW_003526940.1,2532505,2532626,4322,4S121M,308
SRR14041381.8088593,NW_003526940.1,2532505,2532625,4319,4S116M1I4M,308
SRR14041381.9526571,NW_003526940.1,2532505,2532625,4323,5S120M,308
SRR14041381.11971557,NW_003526940.1,2532505,2532611,4338,19S106M,308
SRR14041381.27618849,NW_003526940.1,2532505,2532611,4336,19S106M,308
SRR14041381.14613822,NW_003526940.1,2532533,2532657,4293,88M1I36M,369
SRR14041381.4003720,NW_003526940.1,2532534,2532658,4292,87M1I37M,371
SRR14041381.20407274,NW_003526940.1,2532569,2532694,4281,125M,394
SRR14041381.12104974,NW_003526940.1,2532622,2532747,4394,125M,484
SRR14041381.21793811,NW_003526940.1,2532622,2532747,4395,125M,484
SRR14041381.1844034,NW_003526940.1,2532627,2532752,4361,125M,503
SRR14041381.21795737,NW_003526940.1,2532627,2532752,4387,125M,503
SRR14041381.25982599,NW_003526940.1,2532627,2532752,4373,125M,503
SRR14041381.1447529,NW_003526940.1,2532686,2532774,4283,34S88M3S,423
SRR14041381.5901229,NW_003526940.1,2532686,2532776,4252,35S90M,423
SRR14041381.8355123,NW_003526940.1,2532689,2532751,4726,62M63H,437
SRR14041381.30151984,NW_003526940.1,2532689,2532751,4732,11H62M52H,437
SRR14041381.24126995,NW_003526940.1,2532692,2532774,4277,82M43H,445
SRR14041381.15052900,NW_003526940.1,2532693,2532774,4262,81M44H,447
SRR14041381.13364248,NW_003526940.1,2532693,2532774,4711,81M44H,447
SRR14041381.30159069,NW_003526940.1,2536822,2536947,-24288,125M,86
SRR14041381.1644576,NW_003526940.1,2536822,2536947,-4322,125M,86
SRR14041381.9526571,NW_003526940.1,2536822,2536947,-4323,125M,86
SRR14041381.2461399,NW_003526940.1,2536823,2536912,-4206,33H89M3H,95
SRR14041381.5249491,NW_003526940.1,2536823,2536912,-4270,36H89M,95
SRR14041381.7230788,NW_003526940.1,2536823,2536912,-4450,31H89M5H,95
SRR14041381.12210041,NW_003526940.1,2536823,2536882,-4319,66H59M,95
SRR14041381.13681287,NW_003526940.1,2536823,2536930,-24278,18S107M,95
SRR14041381.28291035,NW_003526940.1,2536823,2536906,-4465,42H83M,95
SRR14041381.30630482,NW_003526940.1,2536823,2536912,-4469,36H89M,95
SRR14041381.1843003,NW_003526940.1,2536823,2536938,-4512,10S115M,95
SRR14041381.6379988,NW_003526940.1,2536823,2536944,-4308,4S121M,95
SRR14041381.8088593,NW_003526940.1,2536823,2536943,-4319,5S120M,95
SRR14041381.11041778,NW_003526940.1,2536823,2536940,-4269,8S117M,95
SRR14041381.11971557,NW_003526940.1,2536823,2536948,-4338,125M,95
SRR14041381.18212023,NW_003526940.1,2536823,2536928,-4473,20S105M,95
SRR14041381.20194847,NW_003526940.1,2536823,2536943,-4500,5S120M,95
SRR14041381.23250551,NW_003526940.1,2536823,2536945,-4338,3S122M,95
SRR14041381.27173346,NW_003526940.1,2536823,2536948,-4546,125M,95
SRR14041381.10320286,NW_003526940.1,2536824,2536949,-4308,125M,208
SRR14041381.20751635,NW_003526940.1,2536824,2536949,-4299,125M,208
SRR14041381.9071913,NW_003526940.1,2536827,2536952,-4612,125M,231
SRR14041381.14613822,NW_003526940.1,2536827,2536949,-4293,122M3S,231
SRR14041381.31003398,NW_003526940.1,2536828,2536949,-4558,121M4S,238
SRR14041381.4003720,NW_003526940.1,2536829,2536949,-4292,120M5S,249
SRR14041381.5238777,NW_003526940.1,2536832,2536957,-24278,125M,263
SRR14041381.30113709,NW_003526940.1,2536832,2536957,-24325,125M,263
SRR14041381.31166701,NW_003526940.1,2536839,2536964,-4632,125M,290
SRR14041381.21893127,NW_003526940.1,2536840,2536965,-4632,125M,299
SRR14041381.18666753,NW_003526940.1,2536841,2536966,-4616,125M,306
SRR14041381.21128356,NW_003526940.1,2536858,2536983,-24375,125M,371
SRR14041381.9549517,NW_003526940.1,2536861,2536986,-24314,125M,380
SRR14041381.16933978,NW_003526940.1,2536862,2536987,-24350,125M,384
SRR14041381.6551770,NW_003526940.1,2536863,2536988,-24380,125M,386
SRR14041381.1647456,NW_003526940.1,2536863,2536989,-4431,112M1D13M,386
SRR14041381.29684209,NW_003526940.1,2536863,2536988,-4647,125M,386
SRR14041381.22813533,NW_003526940.1,2536929,2537054,-4724,125M,619
SRR14041381.20601413,NW_003526940.1,2536960,2537085,-4755,125M,586
SRR14041381.1447529,NW_003526940.1,2536968,2537093,-4283,125M,605
SRR14041381.17379396,NW_003526940.1,2536969,2537094,-4580,125M,607
SRR14041381.24565210,NW_003526940.1,2536970,2537021,-4616,51M74S,614
SRR14041381.9334078,NW_003526940.1,2536971,2537021,-4617,50M75S,616
SRR14041381.13002155,NW_003526940.1,2536971,2537096,-4597,125M,616
SRR14041381.4284327,NW_003526940.1,2536976,2537101,-4644,125M,627
SRR14041381.8575863,NW_003526940.1,2536977,2537102,-4634,125M,634
SRR14041381.15916871,NW_003526940.1,2536977,2537102,-4633,125M,634
SRR14041381.5435352,NW_003526940.1,2536978,2537103,-4599,125M,642
SRR14041381.8203722,NW_003526940.1,2536979,2537104,-4620,125M,645
SRR14041381.14660344,NW_003526940.1,2536979,2537021,-4649,42M83H,645
SRR14041381.22143474,NW_003526940.1,2536979,2537104,-4643,125M,645
SRR14041381.22443344,NW_003526940.1,2536979,2537104,-4626,125M,645
SRR14041381.27025833,NW_003526940.1,2536979,2537104,-4617,125M,645
SRR14041381.26597994,NW_003526940.1,2536980,2537105,-4588,125M,650
SRR14041381.28962342,NW_003526940.1,2536980,2537105,-4780,125M,650
SRR14041381.20880736,NW_003526940.1,2536981,2537021,-4688,40M85H,655
SRR14041381.21737438,NW_003526940.1,2536981,2537106,-4608,125M,655
SRR14041381.621172,NW_003526940.1,2536981,2537106,-4631,125M,655
SRR14041381.10897383,NW_003526940.1,2536982,2537107,-4771,125M,663
SRR14041381.32419995,NW_003526940.1,2536983,2537108,-4588,125M,663
SRR14041381.27582878,NW_003526940.1,2536983,2537108,-4634,125M,663
SRR14041381.9680629,NW_003526940.1,2536984,2537109,-4630,125M,668
SRR14041381.13065656,NW_003526940.1,2536984,2537021,-4700,37M88H,668
SRR14041381.22422320,NW_003526940.1,2536985,2537021,-4603,36M89H,671
SRR14041381.4495610,NW_003526940.1,2536985,2537021,-4301,36M89H,671
SRR14041381.28582404,NW_003526940.1,2536986,2537021,-4693,35M90H,675
SRR14041381.1844034,NW_003526940.1,2536987,2537112,-4361,125M,678
SRR14041381.25422325,NW_003526940.1,2536987,2537112,-4781,125M,678
SRR14041381.29251622,NW_003526940.1,2536987,2537112,-4646,125M,678
SRR14041381.6014214,NW_003526940.1,2536988,2537113,-4639,125M,685
SRR14041381.3388739,NW_003526940.1,2536989,2537114,-4648,125M,687
SRR14041381.23989479,NW_003526940.1,2536990,2537115,-4654,125M,692
SRR14041381.21592908,NW_003526940.1,2536991,2537021,-4683,30M95H,693
SRR14041381.10119248,NW_003526940.1,2536992,2537117,-4372,125M,697
SRR14041381.11301317,NW_003526940.1,2536992,2537117,-4787,125M,697
SRR14041381.13242272,NW_003526940.1,2536992,2537021,-4694,29M96H,697
SRR14041381.21212290,NW_003526940.1,2536992,2537117,-4638,125M,697
SRR14041381.21247665,NW_003526940.1,2536992,2537021,-4695,9H29M87H,697
SRR14041381.22421573,NW_003526940.1,2536992,2537117,-4783,125M,697
SRR14041381.24401304,NW_003526940.1,2536992,2537021,-4665,9H29M87H,697
SRR14041381.4680077,NW_003526940.1,2536995,2537120,-4790,125M,712
SRR14041381.26144063,NW_003526940.1,2536995,2537120,-4622,125M,712
SRR14041381.9736737,NW_003526940.1,2536998,2537123,-4630,125M,728
SRR14041381.22194575,NW_003526940.1,2536998,2537123,-4644,125M,728
SRR14041381.3703622,NW_003526940.1,2536999,2537118,-4628,119M6S,727
SRR14041381.25982599,NW_003526940.1,2536999,2537125,-4373,122M1D3M,727
SRR14041381.9537784,NW_003526940.1,2536999,2537125,-4664,122M1D3M,727
SRR14041381.2303360,NW_003526940.1,2537005,2537121,-4651,116M9S,742
SRR14041381.27453559,NW_003526940.1,2537005,2537121,-4380,116M9S,742
SRR14041381.663520,NW_003526940.1,2537012,2537121,-4635,109M16S,746
SRR14041381.2688110,NW_003526940.1,2537012,2537121,-4649,109M16S,746
SRR14041381.3940997,NW_003526940.1,2537012,2537121,-4404,5S109M11S,746
SRR14041381.8766967,NW_003526940.1,2537012,2537121,-4328,10S109M6S,746
SRR14041381.12751895,NW_003526940.1,2537012,2537125,-4395,13S109M1D3M,746
SRR14041381.15214338,NW_003526940.1,2537012,2537121,-4392,10S109M6S,746
SRR14041381.29013088,NW_003526940.1,2537012,2537121,-4445,109M16S,746
SRR14041381.10107801,NW_003526940.1,2537013,2537121,-4393,108M17S,773
SRR14041381.11054897,NW_003526940.1,2537013,2537121,-4393,108M17S,773
SRR14041381.21795737,NW_003526940.1,2537013,2537121,-4387,108M17S,773
SRR14041381.28337870,NW_003526940.1,2537013,2537121,-4642,108M17S,773
SRR14041381.27172795,NW_003526940.1,2537014,2537121,-4660,107M18S,780
SRR14041381.1263560,NW_003526940.1,2537015,2537121,-4655,106M19S,781
SRR14041381.12104974,NW_003526940.1,2537015,2537121,-4394,106M19S,781
SRR14041381.16872850,NW_003526940.1,2537016,2537118,-4639,102M23S,786
SRR14041381.21793811,NW_003526940.1,2537016,2537121,-4395,105M20S,786
SRR14041381.28291035,NW_003526940.1,2537021,2537121,-4663,100M25S,786
SRR14041381.15954440,NW_003526940.1,2537027,2537121,-4653,94M31H,723
SRR14041381.21394890,NW_003526940.1,2537027,2537156,-4452,94M1D4M2D5M1D22M,723
SRR14041381.27186408,NW_003526940.1,2537038,2537121,-4466,83M42H,697
SRR14041381.11849755,NW_003526940.1,2537038,2537121,-4467,83M42H,697
SRR14041381.12142953,NW_003526940.1,2537038,2537121,-4453,83M42H,697
SRR14041381.15821371,NW_003526940.1,2537038,2537121,-4504,83M42H,697
SRR14041381.32564811,NW_003526940.1,2537038,2537121,-4488,83M42H,697
SRR14041381.4094472,NW_003526940.1,2537039,2537121,-4486,82M43H,700
SRR14041381.15178514,NW_003526940.1,2537040,2537121,-4467,81M44H,698
SRR14041381.28189331,NW_003526940.1,2537040,2537121,-4458,81M44H,698
SRR14041381.31975018,NW_003526940.1,2537041,2537121,-4681,80M45H,701
SRR14041381.12794337,NW_003526940.1,2537042,2537121,-4677,79M46H,701
SRR14041381.12857645,NW_003526940.1,2537042,2537121,-4688,79M46H,701
SRR14041381.2917970,NW_003526940.1,2537042,2537121,-4471,79M46H,701
SRR14041381.6928813,NW_003526940.1,2537059,2537121,-4499,5H62M58H,629
SRR14041381.5453033,NW_003526940.1,2537388,2537478,-4878,3H14M1D28M1D3M1D42M35H,30
SRR14041381.26187989,NW_003526940.1,2537399,2537511,-5375,3M1D28M1D3M1D75M16H,139
SRR14041381.26269135,NW_003526940.1,2537403,2537482,-5107,23H28M1D3M1D46M25H,3
SRR14041381.26400615,NW_003526940.1,2537403,2537478,-4882,4H28M1D3M1D42M48H,3
SRR14041381.2338193,NW_003526940.1,2537404,2537461,-4900,27M1D3M1D25M70H,145
SRR14041381.5029809,NW_003526940.1,2537404,2537456,-24896,17H27M1D3M1D20M58H,145
SRR14041381.15748228,NW_003526940.1,2537404,2537456,-24901,6H27M1D3M1D20M69H,145
SRR14041381.16460218,NW_003526940.1,2537404,2537456,-24901,12H27M1D3M1D20M63H,145
SRR14041381.28504413,NW_003526940.1,2537404,2537456,-24901,17H27M1D3M1D20M58H,145
SRR14041381.2502632,NW_003526940.1,2537404,2537456,-4937,12H27M1D3M1D20M63H,145
SRR14041381.4954607,NW_003526940.1,2537404,2537456,-4942,4H27M1D3M1D20M71H,145
SRR14041381.26922660,NW_003526940.1,2736457,2736583,266621,40M1D85M,75
SRR14041381.24303346,NW_003526940.1,2744200,2744325,1024,125M,141
SRR14041381.16562160,NW_003526940.1,2744203,2744328,1018,125M,154
SRR14041381.5512069,NW_003526940.1,2744215,2744340,1026,125M,205
SRR14041381.23446909,NW_003526940.1,2744216,2744341,1039,125M,209
SRR14041381.32106824,NW_003526940.1,2744217,2744342,1012,125M,211
SRR14041381.3873465,NW_003526940.1,2744217,2744340,75223,4M2I119M,211
SRR14041381.23129094,NW_003526940.1,2745015,2745140,73950,125M,58
SRR14041381.4059685,NW_003526940.1,2745015,2745131,73800,9S116M,58
SRR14041381.7535613,NW_003526940.1,2745015,2745129,73790,11S114M,58
SRR14041381.13019476,NW_003526940.1,2745015,2745128,73786,12S113M,58
SRR14041381.17201503,NW_003526940.1,2745015,2745131,73783,9S116M,58
SRR14041381.31320698,NW_003526940.1,2745015,2745137,73786,3S122M,58
SRR14041381.18151995,NW_003526940.1,2745023,2745148,73782,125M,582
SRR14041381.5567210,NW_003526940.1,2745024,2745149,73735,125M,612
SRR14041381.16045798,NW_003526940.1,2745027,2745152,73944,125M,750
