chromosome,position,coverage
NW_003526948.1,6046853,1403
NW_003526948.1,6046854,1409
NW_003526948.1,6046855,1418
NW_003526948.1,6046857,1430
NW_003526948.1,6046861,1472
NW_003526948.1,6046862,1478
NW_003526948.1,6046863,1475
NW_003526948.1,6046864,1490
NW_003526948.1,6046865,1494
NW_003526948.1,6046867,1542
NW_003526948.1,6046868,1550
NW_003526948.1,6046869,1563
NW_003526948.1,6046870,1573
NW_003526948.1,6046871,1581
NW_003526948.1,6046872,1591
NW_003526948.1,6046873,1607
NW_003526948.1,6046874,1631
NW_003526948.1,6046875,1644
NW_003526948.1,6046876,1653
NW_003526948.1,6046877,1672
NW_003526948.1,6046878,1687
NW_003526948.1,6046879,1697
NW_003526948.1,6046880,1697
NW_003526948.1,6046881,1715
NW_003526948.1,6046882,1720
NW_003526948.1,6046883,1725
NW_003526948.1,6046884,1727
NW_003526948.1,6046885,1739
NW_003526948.1,6046886,1746
NW_003526948.1,6046887,1752
NW_003526948.1,6046888,1762
NW_003526948.1,6046889,1765
NW_003526948.1,6046892,1791
NW_003526948.1,6046895,1796
NW_003526948.1,6046897,1809
NW_003526948.1,6046898,1819
NW_003526948.1,6046899,1831
NW_003526948.1,6046901,1850
NW_003526948.1,6046903,1866
NW_003526948.1,6046904,1880
NW_003526948.1,6046905,1887
NW_003526948.1,6046906,1894
NW_003526948.1,6046907,1944
NW_003526948.1,6046908,1968
NW_003526948.1,6046909,1974
NW_003526948.1,6046910,1976
NW_003526948.1,6046911,1977
NW_003526948.1,6046917,2017
NW_003526948.1,6046918,2046
NW_003526948.1,6046921,2064
NW_003526948.1,6046922,2071
NW_003526948.1,6046927,2084
NW_003526948.1,6046932,2120
NW_003526948.1,6046936,2136
NW_003526948.1,6046958,2216
NW_003526948.1,6046976,2276
NW_003526948.1,6046979,2281
NW_003526948.1,6046984,2302
NW_003526948.1,6046991,2336
NW_003526948.1,6047019,2340
NW_003526948.1,6047026,2373
NW_003526948.1,6047027,2373
NW_003526948.1,6047029,2369
NW_003526948.1,6047030,2369
NW_003526948.1,6047034,2381
NW_003526948.1,6047035,2392
NW_003526948.1,6047036,2404
NW_003526948.1,6047038,2416
NW_003526948.1,6047041,2420
NW_003526948.1,6047044,2405
NW_003526948.1,6047046,2404
NW_003526948.1,6047047,2402
NW_003526948.1,6047049,2401
NW_003526948.1,6047050,2407
NW_003526948.1,6047052,2405
NW_003526948.1,6047053,2401
NW_003526948.1,6047054,2395
NW_003526948.1,6047055,2402
NW_003526948.1,6047059,2400
NW_003526948.1,6047060,2409
NW_003526948.1,6047061,2411
NW_003526948.1,6047078,2395
NW_003526948.1,6047079,2367
NW_003526948.1,6047083,2405
NW_003526948.1,6047098,2366
NW_003526948.1,6047099,2385
NW_003526948.1,6047105,2382
NW_003526948.1,6047107,2376
NW_003526948.1,6047121,2306
NW_003526948.1,6047184,2243
NW_003526948.1,6047192,2242
NW_003526948.1,6047206,2281
NW_003526948.1,6047209,2285
NW_003526948.1,6047210,2291
NW_003526948.1,6047212,2294
NW_003526948.1,6047214,2295
NW_003526948.1,6047215,2301
NW_003526948.1,6047216,2299
NW_003526948.1,6047217,2300
NW_003526948.1,6047218,2313
NW_003526948.1,6047223,2328
NW_003526948.1,6047224,2324
NW_003526948.1,6047226,2335
NW_003526948.1,6047227,2333
NW_003526948.1,6047228,2339
NW_003526948.1,6047230,2340
NW_003526948.1,6047231,2344
NW_003526948.1,6047232,2343
NW_003526948.1,6047233,2350
NW_003526948.1,6047234,2348
NW_003526948.1,6047235,2352
NW_003526948.1,6047236,2339
NW_003526948.1,6047237,2351
NW_003526948.1,6047239,2354
NW_003526948.1,6047240,2353
NW_003526948.1,6047242,2347
NW_003526948.1,6047243,2338
NW_003526948.1,6047246,2354
NW_003526948.1,6047247,2361
NW_003526948.1,6047250,2352
NW_003526948.1,6047251,2363
NW_003526948.1,6047252,2363
NW_003526948.1,6047253,2363
NW_003526948.1,6047254,2367
NW_003526948.1,6047255,2372
NW_003526948.1,6047256,2366
NW_003526948.1,6047257,2382
NW_003526948.1,6047259,2433
NW_003526948.1,6047261,2418
NW_003526948.1,6047262,2425
NW_003526948.1,6047263,2423
NW_003526948.1,6047264,2425
NW_003526948.1,6047265,2423
NW_003526948.1,6047266,2425
NW_003526948.1,6047267,2440
NW_003526948.1,6047268,2444
NW_003526948.1,6047269,2448
NW_003526948.1,6047270,2449
NW_003526948.1,6047275,2456
NW_003526948.1,6047277,2446
NW_003526948.1,6047278,2437
NW_003526948.1,6047279,2442
NW_003526948.1,6047287,2432
NW_003526948.1,6047375,1655
NW_003526948.1,6047377,1630
NW_003526948.1,6047393,1332
NW_003526948.1,6047395,1338
NW_003526948.1,6047398,1334
NW_003526948.1,6047399,1332
NW_003526948.1,6047400,1337
NW_003526948.1,6047401,1340
NW_003526948.1,6047403,1324
NW_003526948.1,6047405,1311
NW_003526948.1,6047406,1305
NW_003526948.1,6047407,1313
NW_003526948.1,6047408,1312
NW_003526948.1,6047409,1321
NW_003526948.1,6047410,1327
NW_003526948.1,6047411,1324
NW_003526948.1,6047413,1333
NW_003526948.1,6047414,1327
NW_003526948.1,6047416,1308
NW_003526948.1,6047418,1305
NW_003526948.1,6047421,1291
NW_003526948.1,6047426,1367
NW_003526948.1,6047429,1366
NW_003526948.1,6047432,1358
NW_003526948.1,6047433,1355
NW_003526948.1,6047440,1335
NW_003526948.1,6047442,1327
NW_003526948.1,6047443,1323
NW_003526948.1,6047446,1310
NW_003526948.1,6047508,1111
NW_003526948.1,6047583,422
NW_003526948.1,6047584,416
NW_003526948.1,6047585,422
NW_003526948.1,6047586,439
NW_003526948.1,6047587,444
NW_003526948.1,6047588,444
NW_003526948.1,6047589,437
NW_003526948.1,6047590,429
NW_003526948.1,6047591,437
NW_003526948.1,6047592,429
NW_003526948.1,6047594,424
NW_003526948.1,6047595,420
NW_003526948.1,6047596,418
NW_003526948.1,6047620,189
NW_003526948.1,6047637,138
NW_003526948.1,6047638,135
NW_003526948.1,6047668,123
NW_003526948.1,6051118,253
NW_003526948.1,6051119,253
NW_003526948.1,6051162,246
NW_003526948.1,6051177,225
NW_003526948.1,6051179,218
NW_003526948.1,6051181,218
NW_003526948.1,6051182,221
NW_003526948.1,6051189,221
NW_003526948.1,6051190,223
NW_003526948.1,6051194,218
NW_003526948.1,6056026,120
NW_003526948.1,7393009,118
NW_003526948.1,7393034,122
NW_003526948.1,7393054,115
NW_003526948.1,7393057,114
NW_003526948.1,7393058,115
NW_003526948.1,7393060,114
NW_003526948.1,7393065,107
NW_003526948.1,7393067,110
NW_003526948.1,7393068,112
NW_003526948.1,7393071,115
NW_003526948.1,7393079,111
NW_003526948.1,7393080,113
NW_003526948.1,7393081,114
NW_003526948.1,7393084,114
NW_003526948.1,7393086,114
NW_003526948.1,7393092,116
NW_003526948.1,7393093,117
NW_003526948.1,7393098,115
NW_003526948.1,7393100,115
NW_003526948.1,7393102,115
NW_003526948.1,7393105,115
NW_003526948.1,7393113,112
NW_003526948.1,7393114,115
NW_003526948.1,7393117,115
NW_003526948.1,7393121,114
NW_003526948.1,7393127,115
NW_003526948.1,7394632,5
NW_003526948.1,7394635,10
NW_003526948.1,7394638,14
NW_003526948.1,7394642,19
NW_003526948.1,7394646,27
NW_003526948.1,7394647,29
NW_003526948.1,7394651,33
NW_003526948.1,7394654,40
NW_003526948.1,7394657,46
NW_003526948.1,7394660,48
NW_003526948.1,7394675,94
NW_003526948.1,7394681,110
NW_003526948.1,7394805,461
NW_003526948.1,7394818,495
NW_003526948.1,7394831,555
NW_003526948.1,7394836,562
NW_003526948.1,7394846,594
NW_003526948.1,7394847,594
NW_003526948.1,7394848,595
NW_003526948.1,7394850,606
NW_003526948.1,7394851,613
NW_003526948.1,7394855,623
NW_003526948.1,7394857,633
NW_003526948.1,7394864,670
NW_003526948.1,7394870,716
NW_003526948.1,7394871,722
NW_003526948.1,7394872,729
NW_003526948.1,7394874,740
NW_003526948.1,7394876,746
NW_003526948.1,7394879,765
NW_003526948.1,7394883,767
NW_003526948.1,7394884,763
NW_003526948.1,7394972,890
NW_003526948.1,7394974,894
NW_003526948.1,7394975,903
NW_003526948.1,7394977,916
NW_003526948.1,7394978,921
NW_003526948.1,7394979,926
NW_003526948.1,7394980,933
NW_003526948.1,7394981,941
NW_003526948.1,7394983,948
NW_003526948.1,7394985,953
NW_003526948.1,7394986,960
NW_003526948.1,7394987,969
NW_003526948.1,7394989,959
NW_003526948.1,7394993,950
NW_003526948.1,7394994,950
NW_003526948.1,7394996,961
NW_003526948.1,7395001,992
NW_003526948.1,7395004,1006
NW_003526948.1,7395005,1018
NW_003526948.1,7395006,1028
NW_003526948.1,7395012,1094
NW_003526948.1,7395013,1103
NW_003526948.1,7395014,1107
NW_003526948.1,7395017,1122
NW_003526948.1,7395019,1145
NW_003526948.1,7395028,1209
NW_003526948.1,7395032,856
NW_003526948.1,7395033,1295
NW_003526948.1,7395037,1350
NW_003526948.1,7395038,1367
NW_003526948.1,7395058,1504
NW_003526948.1,7395084,1540
NW_003526948.1,7395087,1551
NW_003526948.1,7395090,1550
NW_003526948.1,7395091,1547
NW_003526948.1,7395092,1547
NW_003526948.1,7395093,1542
NW_003526948.1,7395094,1544
NW_003526948.1,7395099,1541
NW_003526948.1,7395105,1515
NW_003526948.1,7395106,1517
NW_003526948.1,7395107,1513
NW_003526948.1,7395109,1514
NW_003526948.1,7395110,1517
NW_003526948.1,7395111,1521
NW_003526948.1,7395113,1528
NW_003526948.1,7395114,1546
NW_003526948.1,7395116,1543
NW_003526948.1,7395117,1547
NW_003526948.1,7395121,1567
NW_003526948.1,7395123,1574
NW_003526948.1,7395127,1546
NW_003526948.1,7395133,1475
NW_003526948.1,7395134,1471
NW_003526948.1,7395135,1462
NW_003526948.1,7395136,1471
NW_003526948.1,7395137,1466
NW_003526948.1,7395138,1462
NW_003526948.1,7395139,1456
NW_003526948.1,7395146,1427
NW_003526948.1,7395147,1426
NW_003526948.1,7395308,515
NW_003526948.1,7395318,524
NW_003526948.1,7395320,522
NW_003526948.1,7395346,538
NW_003526948.1,7395432,323
NW_003526948.1,7395435,316
NW_003526948.1,7395442,341
NW_003526948.1,7395449,404
NW_003526948.1,7395455,445
NW_003526948.1,7395480,485
NW_003526948.1,7395481,488
NW_003526948.1,7395503,542
NW_003526948.1,7395740,200
NW_003526948.1,7395745,200
NW_003526948.1,7395747,200
NW_003526948.1,7395750,207
NW_003526948.1,7396015,35
NW_003526948.1,7396021,35
NW_003526948.1,7396022,36
NW_003526948.1,7396029,36
NW_003526948.1,7396036,37
NW_003526948.1,7396041,39
NW_003526948.1,7396051,47
NW_003526948.1,7396056,48
NW_003526948.1,7400087,15
NW_003526948.1,7400385,244
NW_003526948.1,7400533,85
NW_003526948.1,7400545,125
NW_003526948.1,7400546,127
NW_003526948.1,7400548,138
NW_003526948.1,7400551,149
NW_003526948.1,7400552,157
NW_003526948.1,7400638,655
NW_003526948.1,7400640,669
NW_003526948.1,7400641,675
NW_003526948.1,7400650,723
NW_003526948.1,7400656,729
NW_003526948.1,7400658,739
NW_003526948.1,7400660,752
NW_003526948.1,7400661,754
NW_003526948.1,7400662,777
NW_003526948.1,7400665,788
NW_003526948.1,7400667,799
NW_003526948.1,7400670,776
NW_003526948.1,7400671,779
NW_003526948.1,7400681,860
NW_003526948.1,7400682,864
NW_003526948.1,7400699,908
NW_003526948.1,7400701,920
NW_003526948.1,7400731,950
NW_003526948.1,7400734,941
NW_003526948.1,7400736,939
NW_003526948.1,7400737,933
NW_003526948.1,7400746,909
NW_003526948.1,7400747,911
NW_003526948.1,7400749,905
NW_003526948.1,7400751,899
NW_003526948.1,7400752,897
NW_003526948.1,7400755,893
NW_003526948.1,7400760,874
NW_003526948.1,7400761,870
NW_003526948.1,7400764,867
NW_003526948.1,7400765,861
NW_003526948.1,7400766,857
NW_003526948.1,7400768,847
NW_003526948.1,7400769,842
NW_003526948.1,7400771,841
NW_003526948.1,7400772,836
NW_003526948.1,7400774,838
NW_003526948.1,7400782,810
NW_003526948.1,7400791,764
NW_003526948.1,7400794,738
NW_003526948.1,7400801,682
NW_003526948.1,7403846,11
NW_003526948.1,7403970,535
NW_003526948.1,7403973,562
NW_003526948.1,7403974,577
NW_003526948.1,7403978,622
NW_003526948.1,7403979,642
NW_003526948.1,7403982,682
NW_003526948.1,7403984,722
NW_003526948.1,7403986,763
NW_003526948.1,7403989,809
NW_003526948.1,7403990,828
NW_003526948.1,7403992,865
NW_003526948.1,7403993,887
NW_003526948.1,7403994,904
NW_003526948.1,7403998,972
NW_003526948.1,7403999,985
NW_003526948.1,7404004,1084
NW_003526948.1,7404011,1207
NW_003526948.1,7404012,1222
NW_003526948.1,7404016,1289
NW_003526948.1,7404017,1306
NW_003526948.1,7404019,1321
NW_003526948.1,7404023,1359
NW_003526948.1,7404024,1376
NW_003526948.1,7404025,1397
NW_003526948.1,7404028,1394
NW_003526948.1,7404033,1386
NW_003526948.1,7404034,1384
NW_003526948.1,7404041,1325
NW_003526948.1,7404042,1328
NW_003526948.1,7404044,1342
NW_003526948.1,7404047,1344
NW_003526948.1,7404049,1354
NW_003526948.1,7404050,1383
NW_003526948.1,7404051,2039
NW_003526948.1,7404052,2067
NW_003526948.1,7404053,2093
NW_003526948.1,7404054,2117
NW_003526948.1,7404055,2136
NW_003526948.1,7404056,2158
NW_003526948.1,7404058,2199
NW_003526948.1,7404061,2267
NW_003526948.1,7404065,2332
NW_003526948.1,7404068,2382
NW_003526948.1,7404070,2408
NW_003526948.1,7404072,2427
NW_003526948.1,7404073,2452
NW_003526948.1,7404074,2454
NW_003526948.1,7404086,2547
NW_003526948.1,7404087,2570
NW_003526948.1,7404105,2678
NW_003526948.1,7405373,50
NW_003526948.1,7405388,108
NW_003526948.1,7405394,144
NW_003526948.1,7405395,151
NW_003526948.1,7405398,169
NW_003526948.1,7405400,186
NW_003526948.1,7405406,227
NW_003526948.1,7405411,264
NW_003526948.1,7405412,273
NW_003526948.1,7405413,278
NW_003526948.1,7405414,285
NW_003526948.1,7405419,305
NW_003526948.1,7405420,311
NW_003526948.1,7405421,318
NW_003526948.1,7405424,333
NW_003526948.1,7405426,344
NW_003526948.1,7405429,354
NW_003526948.1,7405434,367
NW_003526948.1,7405448,398
NW_003526948.1,7405452,407
NW_003526948.1,7405584,137
NW_003526948.1,7405585,139
NW_003526948.1,7405591,164
NW_003526948.1,7405592,170
NW_003526948.1,7405596,184
NW_003526948.1,7405597,191
NW_003526948.1,7405600,202
NW_003526948.1,7405605,215
NW_003526948.1,7405639,303
NW_003526948.1,7405640,301
NW_003526948.1,7405649,351
NW_003526948.1,7405657,403
NW_003526948.1,7405663,451
NW_003526948.1,7405665,458
NW_003526948.1,7405666,465
NW_003526948.1,7405669,483
NW_003526948.1,7405673,512
NW_003526948.1,7405685,630
NW_003526948.1,7405687,645
NW_003526948.1,7405754,1121
NW_003526948.1,7405756,1131
NW_003526948.1,7405778,1230
NW_003526948.1,7405779,1230
NW_003526948.1,7405785,1225
NW_003526948.1,7405789,1229
NW_003526948.1,7405790,1236
NW_003526948.1,7405791,1248
NW_003526948.1,7405794,1250
NW_003526948.1,7405796,1255
NW_003526948.1,7405802,1270
NW_003526948.1,7405806,1244
NW_003526948.1,7405809,1240
NW_003526948.1,7405811,1226
NW_003526948.1,7405830,1216
NW_003526948.1,7405839,1219
NW_003526948.1,7405850,1181
NW_003526948.1,7405853,1171
NW_003526948.1,7405868,1100
NW_003526948.1,7405920,584
NW_003526948.1,7405926,565
NW_003526948.1,7405928,557
NW_003526948.1,7405933,535
NW_003526948.1,7405942,459
NW_003526948.1,7405948,435
NW_003526948.1,7405973,252
NW_003528295.1,352111,115
NW_003528295.1,352307,128
NW_003528295.1,356267,127
NW_003528295.1,357326,46
NW_003528295.1,358639,573
NW_003528295.1,358674,506
NW_003528295.1,361846,783
NW_003528295.1,361847,1422
NW_003528295.1,361848,2140
NW_003528295.1,361849,56182
NW_003528295.1,361850,56838
NW_003528295.1,361851,57862
NW_003528295.1,361852,58768
NW_003528295.1,361853,59516
NW_003528295.1,361854,60274
NW_003528295.1,361855,60964
NW_003528295.1,361856,61647
NW_003528295.1,361857,62206
NW_003528295.1,361858,62927
NW_003528295.1,361859,63587
NW_003528295.1,361860,64279
NW_003528295.1,361861,64931
NW_003528295.1,361862,65839
NW_003528295.1,361863,66515
NW_003528295.1,361864,67072
NW_003528295.1,361865,67546
NW_003528295.1,361866,68237
NW_003528295.1,361867,68808
NW_003528295.1,361868,69573
NW_003528295.1,361869,70224
NW_003528295.1,361870,70774
NW_003528295.1,361871,71378
NW_003528295.1,361872,71936
NW_003528295.1,361873,72510
NW_003528295.1,361874,73080
NW_003528295.1,361875,73605
NW_003528295.1,361876,74136
NW_003528295.1,361877,74382
NW_003528295.1,361878,74576
NW_003528295.1,361879,74904
NW_003528295.1,361880,75367
NW_003528295.1,361881,75543
NW_003528295.1,361882,75643
NW_003528295.1,361883,75846
NW_003528295.1,361884,76064
NW_003528295.1,361885,76328
NW_003528295.1,361886,76304
NW_003528295.1,361887,76549
NW_003528295.1,361888,76904
NW_003528295.1,361889,77058
NW_003528295.1,361890,77020
NW_003528295.1,361891,77162
NW_003528295.1,361893,77292
NW_003528295.1,361894,77404
NW_003528295.1,361895,77352
NW_003528295.1,361896,77627
NW_003528295.1,361897,77825
NW_003528295.1,361898,77808
NW_003528295.1,361899,77758
NW_003528295.1,361900,77796
NW_003528295.1,361901,78038
NW_003528295.1,361903,78241
NW_003528295.1,361904,78285
NW_003528295.1,361913,78769
NW_003528295.1,361924,76425
NW_003528295.1,362040,60751
NW_003528295.1,362065,61999
NW_003528295.1,362825,8
NW_003528295.1,365541,370
NW_003528295.1,365543,384
NW_003528295.1,365553,394
NW_003528295.1,365554,398
NW_003528295.1,365556,411
NW_003528295.1,365557,416
NW_003528295.1,365558,420
NW_003528295.1,365560,427
NW_003528295.1,365561,429
NW_003528295.1,365564,438
NW_003528295.1,365565,440
NW_003528295.1,365568,453
NW_003528295.1,365569,455
NW_003528295.1,365570,462
NW_003528295.1,365572,467
NW_003528295.1,365573,472
NW_003528295.1,365574,475
NW_003528295.1,365575,477
NW_003528295.1,365576,482
NW_003528295.1,365577,490
NW_003528295.1,365578,498
NW_003528295.1,365580,503
NW_003528295.1,365582,513
NW_003528295.1,365583,519
NW_003528295.1,365584,525
NW_003528295.1,365585,537
NW_003528295.1,365586,547
NW_003528295.1,365587,556
NW_003528295.1,365588,557
NW_003528295.1,365589,563
NW_003528295.1,365590,572
NW_003528295.1,365591,577
NW_003528295.1,365592,579
NW_003528295.1,365593,581
NW_003528295.1,365594,584
NW_003528295.1,365595,588
NW_003528295.1,365596,587
NW_003528295.1,365597,588
NW_003528295.1,365599,595
NW_003528295.1,365600,599
NW_003528295.1,365601,607
NW_003528295.1,365602,611
NW_003528295.1,365603,614
NW_003528295.1,365604,619
NW_003528295.1,365605,619
NW_003528295.1,365606,622
NW_003528295.1,365607,626
NW_003528295.1,365608,631
NW_003528295.1,365609,633
NW_003528295.1,365610,635
NW_003528295.1,365611,639
NW_003528295.1,365612,641
NW_003528295.1,365613,648
NW_003528295.1,365614,652
NW_003528295.1,365615,651
NW_003528295.1,365616,654
NW_003528295.1,365617,665
NW_003528295.1,365620,1032
NW_003528295.1,365621,14754
NW_003528295.1,365622,15123
NW_003528295.1,365623,15535
NW_003528295.1,365624,15930
NW_003528295.1,365625,16300
NW_003528295.1,365626,16619
NW_003528295.1,365627,17010
NW_003528295.1,365628,17374
NW_003528295.1,365629,17749
NW_003528295.1,365630,18093
NW_003528295.1,365631,18431
NW_003528295.1,365632,18763
NW_003528295.1,365633,19112
NW_003528295.1,365634,19526
NW_003528295.1,365635,19946
NW_003528295.1,365636,20912
NW_003528295.1,365637,20995
NW_003528295.1,365638,21060
NW_003528295.1,365639,21153
NW_003528295.1,365640,21543
NW_003528295.1,365641,21561
NW_003528295.1,365642,21633
NW_003528295.1,365643,21728
NW_003528295.1,365644,21819
NW_003528295.1,365645,22199
NW_003528295.1,365646,22625
NW_003528295.1,365647,1639
NW_003528295.1,365648,23513
NW_003528295.1,365649,23553
NW_003528295.1,365650,23743
NW_003528295.1,365651,24208
NW_003528295.1,365652,24646
NW_003528295.1,365653,25057
NW_003528295.1,365654,25190
NW_003528295.1,365655,25278
NW_003528295.1,365656,25406
NW_003528295.1,365657,25502
NW_003528295.1,365658,25547
NW_003528295.1,365659,25602
NW_003528295.1,365660,25644
NW_003528295.1,365661,25687
NW_003528295.1,365662,25754
NW_003528295.1,365663,25890
NW_003528295.1,365665,25888
NW_003528295.1,375283,41
NW_003526941.1,881951,98
NW_003526941.1,884907,114
NW_003526941.1,885809,154
NW_003526941.1,885810,156
NW_003526941.1,885815,157
NW_003526941.1,885816,165
NW_003526941.1,885817,168
NW_003526941.1,885818,169
NW_003526941.1,885819,173
NW_003526941.1,885820,175
NW_003526941.1,885821,180
NW_003526941.1,885824,181
NW_003526941.1,885826,184
NW_003526941.1,885827,188
NW_003526941.1,885829,191
NW_003526941.1,885831,196
NW_003526941.1,885832,197
NW_003526941.1,885833,197
NW_003526941.1,885835,198
NW_003526941.1,885836,200
NW_003526941.1,885848,203
NW_003526941.1,885862,206
NW_003526941.1,885938,209
NW_003526941.1,885944,207
NW_003526941.1,885947,194
NW_003526941.1,885948,196
NW_003526941.1,885950,197
NW_003526941.1,885970,187
NW_003526941.1,886037,215
NW_003526941.1,886040,218
NW_003526941.1,886045,219
NW_003526941.1,886047,222
NW_003526941.1,886048,223
NW_003526941.1,886053,224
NW_003526941.1,886074,221
NW_003526941.1,886089,234
NW_003526941.1,886091,212
NW_003526941.1,886093,238
NW_003526941.1,886094,237
NW_003526941.1,886095,237
NW_003526941.1,886100,239
NW_003526941.1,886101,239
NW_003526941.1,886103,242
NW_003526941.1,886112,252
NW_003526941.1,886118,255
NW_003526941.1,886129,256
NW_003526941.1,886130,260
NW_003526941.1,886149,242
NW_003526941.1,887117,49
NW_003526941.1,887134,55
NW_003526941.1,887144,63
NW_003526941.1,887145,66
NW_003526941.1,887160,72
NW_003526941.1,887164,74
NW_003526941.1,887167,77
NW_003526941.1,887226,86
NW_003526941.1,887251,78
NW_003526941.1,887304,82
