chromosome,source,feature,start,end,score,strand,frame,Name,gbkey,gene_biotype,Parent,transcript_id,protein_id,pseudo,partial,ID,locus_tag,inference,Dbxref,end_range,product,start_range,Note
NW_003526945.1,RefSeq,CDS,1108927,1109012,.,+,0,XP_003373372.1,CDS,,rna-XM_003373324.1,,"XP_003373372.1
",,,cds-XP_003373372.1,Tsp_07970,,"GenBank:XP_003373372.1,GeneID:10906527",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,1109061,1109154,.,+,1,XP_003373372.1,CDS,,rna-XM_003373324.1,,"XP_003373372.1
",,,cds-XP_003373372.1,Tsp_07970,,"GenBank:XP_003373372.1,GeneID:10906527",,hypothetical protein,,
NW_003526945.1,RefSeq,gene,1109974,1112300,.,+,.,Tsp_07971,Gene,protein_coding,,,,,,gene-Tsp_07971,"Tsp_07971
",,GeneID:10906528,,,,
NW_003526945.1,RefSeq,mRNA,1109974,1112300,.,+,.,XM_003373325.1,mRNA,,gene-Tsp_07971,"XM_003373325.1
",,,,rna-XM_003373325.1,Tsp_07971,,"GenBank:XM_003373325.1,GeneID:10906528",,selenocysteine-specific elongation factor,,
NW_003526945.1,RefSeq,exon,1109974,1110178,.,+,.,,mRNA,,rna-XM_003373325.1,"XM_003373325.1
",,,,exon-XM_003373325.1-1,Tsp_07971,,"GenBank:XM_003373325.1,GeneID:10906528",,selenocysteine-specific elongation factor,,
NW_003526945.1,RefSeq,exon,1111531,1112300,.,+,.,,mRNA,,rna-XM_003373325.1,"XM_003373325.1
",,,,exon-XM_003373325.1-2,Tsp_07971,,"GenBank:XM_003373325.1,GeneID:10906528",,selenocysteine-specific elongation factor,,
NW_003526945.1,RefSeq,CDS,1109974,1110178,.,+,0,XP_003373373.1,CDS,,rna-XM_003373325.1,,"XP_003373373.1
",,,cds-XP_003373373.1,Tsp_07971,,"GenBank:XP_003373373.1,GeneID:10906528",,selenocysteine-specific elongation factor,,
NW_003526945.1,RefSeq,CDS,1111531,1112300,.,+,2,XP_003373373.1,CDS,,rna-XM_003373325.1,,"XP_003373373.1
",,,cds-XP_003373373.1,Tsp_07971,,"GenBank:XP_003373373.1,GeneID:10906528",,selenocysteine-specific elongation factor,,
NW_003526945.1,RefSeq,gene,1114010,1116997,.,-,.,Tsp_07972,Gene,protein_coding,,,,,,gene-Tsp_07972,"Tsp_07972
",,GeneID:10906529,,,,
NW_003526945.1,RefSeq,mRNA,1114010,1116997,.,-,.,XM_003373326.1,mRNA,,gene-Tsp_07972,"XM_003373326.1
",,,,rna-XM_003373326.1,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1116980,1116997,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-1,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1116623,1116692,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-2,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1115545,1115658,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-3,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1115344,1115504,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-4,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1115202,1115270,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-5,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1115100,1115147,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-6,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1114926,1115048,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-7,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1114769,1114879,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-8,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1114178,1114225,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-9,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1114124,1114143,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-10,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,1114010,1114097,.,-,.,,mRNA,,rna-XM_003373326.1,"XM_003373326.1
",,,,exon-XM_003373326.1-11,Tsp_07972,,"GenBank:XM_003373326.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1116980,1116997,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1116623,1116692,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1115545,1115658,.,-,2,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1115344,1115504,.,-,2,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1115202,1115270,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1115100,1115147,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1114926,1115048,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1114769,1114879,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1114178,1114225,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1114124,1114143,.,-,0,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,CDS,1114010,1114097,.,-,1,XP_003373374.1,CDS,,rna-XM_003373326.1,,"XP_003373374.1
",,,cds-XP_003373374.1,Tsp_07972,,"GenBank:XP_003373374.1,GeneID:10906529",,vesicle-associated membrane protein-associated protein B/C,,
NW_003526945.1,RefSeq,exon,2143135,2143234,.,+,.,,mRNA,,rna-XM_003373510.1,"XM_003373510.1
",,,,exon-XM_003373510.1-22,Tsp_08151,,"GenBank:XM_003373510.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,exon,2143309,2145847,.,+,.,,mRNA,,rna-XM_003373510.1,"XM_003373510.1
",,,,exon-XM_003373510.1-23,Tsp_08151,,"GenBank:XM_003373510.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,exon,2145937,2146065,.,+,.,,mRNA,,rna-XM_003373510.1,"XM_003373510.1
",,,,exon-XM_003373510.1-24,Tsp_08151,,"GenBank:XM_003373510.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,exon,2146181,2146355,.,+,.,,mRNA,,rna-XM_003373510.1,"XM_003373510.1
",,,,exon-XM_003373510.1-25,Tsp_08151,,"GenBank:XM_003373510.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,exon,2146431,2146464,.,+,.,,mRNA,,rna-XM_003373510.1,"XM_003373510.1
",,,,exon-XM_003373510.1-26,Tsp_08151,,"GenBank:XM_003373510.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,CDS,2143135,2143234,.,+,1,XP_003373558.1,CDS,,rna-XM_003373510.1,,"XP_003373558.1
",,,cds-XP_003373558.1,Tsp_08151,,"GenBank:XP_003373558.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,CDS,2143309,2145847,.,+,0,XP_003373558.1,CDS,,rna-XM_003373510.1,,"XP_003373558.1
",,,cds-XP_003373558.1,Tsp_08151,,"GenBank:XP_003373558.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,CDS,2145937,2146065,.,+,2,XP_003373558.1,CDS,,rna-XM_003373510.1,,"XP_003373558.1
",,,cds-XP_003373558.1,Tsp_08151,,"GenBank:XP_003373558.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,CDS,2146181,2146355,.,+,2,XP_003373558.1,CDS,,rna-XM_003373510.1,,"XP_003373558.1
",,,cds-XP_003373558.1,Tsp_08151,,"GenBank:XP_003373558.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,CDS,2146431,2146464,.,+,1,XP_003373558.1,CDS,,rna-XM_003373510.1,,"XP_003373558.1
",,,cds-XP_003373558.1,Tsp_08151,,"GenBank:XP_003373558.1,GeneID:10906713",,iron-sulfur cluster assembly protein IscU,,
NW_003526945.1,RefSeq,gene,2146587,2146636,.,-,.,Tsp_08152a,Gene,protein_coding,,,,,"true
",gene-Tsp_08152a,Tsp_08152a,,GeneID:10906714,"2146636,.",,,
NW_003526945.1,RefSeq,mRNA,2146587,2146636,.,-,.,XM_003373511.1,mRNA,,gene-Tsp_08152a,"XM_003373511.1
",,,true,rna-XM_003373511.1,Tsp_08152a,,"GenBank:XM_003373511.1,GeneID:10906714","2146636,.",conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2146587,2146636,.,-,.,,mRNA,,rna-XM_003373511.1,"XM_003373511.1
",,,true,exon-XM_003373511.1-1,Tsp_08152a,,"GenBank:XM_003373511.1,GeneID:10906714","2146636,.",conserved hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2146587,2146636,.,-,2,XP_003373559.1,CDS,,rna-XM_003373511.1,,"XP_003373559.1
",,true,cds-XP_003373559.1,Tsp_08152a,,"GenBank:XP_003373559.1,GeneID:10906714","2146636,.",hypothetical protein,,3' end%3B 5' end is gene Tsp_08152 on contig Tsp_Contig10.62
NW_003526945.1,RefSeq,gene,2147046,2147301,.,-,.,Tsp_08152,Gene,protein_coding,,,,,true,gene-Tsp_08152,Tsp_08152,,GeneID:10906715,,,".,2147046
",
NW_003526945.1,RefSeq,mRNA,2147046,2147301,.,-,.,XM_003373512.1,mRNA,,gene-Tsp_08152,"XM_003373512.1
",,,true,rna-XM_003373512.1,Tsp_08152,,"GenBank:XM_003373512.1,GeneID:10906715",,conserved hypothetical protein,".,2147046",
NW_003526945.1,RefSeq,exon,2147046,2147301,.,-,.,,mRNA,,rna-XM_003373512.1,"XM_003373512.1
",,,true,exon-XM_003373512.1-1,Tsp_08152,,"GenBank:XM_003373512.1,GeneID:10906715",,conserved hypothetical protein,".,2147046",
NW_003526945.1,RefSeq,CDS,2147046,2147301,.,-,0,XP_003373560.1,CDS,,rna-XM_003373512.1,,XP_003373560.1,,true,cds-XP_003373560.1,Tsp_08152,,"GenBank:XP_003373560.1,GeneID:10906715",,hypothetical protein,".,2147046
",5' end%3B 3' end is gene Tsp_08152 on contig Tsp_Contig10.61
NW_003526945.1,RefSeq,gene,2147762,2148915,.,-,.,Tsp_08153a,Gene,protein_coding,,,,,"true
",gene-Tsp_08153a,Tsp_08153a,,GeneID:10906716,"2148915,.",,,
NW_003526945.1,RefSeq,mRNA,2147762,2148915,.,-,.,XM_003373513.1,mRNA,,gene-Tsp_08153a,"XM_003373513.1
",,,true,rna-XM_003373513.1,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716","2148915,.",conserved domain protein,,
NW_003526945.1,RefSeq,exon,2148827,2148915,.,-,.,,mRNA,,rna-XM_003373513.1,"XM_003373513.1
",,,true,exon-XM_003373513.1-1,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716","2148915,.",conserved domain protein,,
NW_003526945.1,RefSeq,exon,2148585,2148639,.,-,.,,mRNA,,rna-XM_003373513.1,"XM_003373513.1
",,,true,exon-XM_003373513.1-2,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716",,conserved domain protein,,
NW_003526945.1,RefSeq,exon,2148239,2148421,.,-,.,,mRNA,,rna-XM_003373513.1,"XM_003373513.1
",,,true,exon-XM_003373513.1-3,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716",,conserved domain protein,,
NW_003526945.1,RefSeq,exon,2147964,2148029,.,-,.,,mRNA,,rna-XM_003373513.1,"XM_003373513.1
",,,true,exon-XM_003373513.1-4,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716",,conserved domain protein,,
NW_003526945.1,RefSeq,exon,2147762,2147935,.,-,.,,mRNA,,rna-XM_003373513.1,"XM_003373513.1
",,,true,exon-XM_003373513.1-5,Tsp_08153a,,"GenBank:XM_003373513.1,GeneID:10906716",,conserved domain protein,,
NW_003526945.1,RefSeq,CDS,2148827,2148915,.,-,0,XP_003373561.1,CDS,,rna-XM_003373513.1,,"XP_003373561.1
",,true,cds-XP_003373561.1,Tsp_08153a,,"GenBank:XP_003373561.1,GeneID:10906716","2148915,.",hypothetical protein,,3' end%3B 5' end is gene Tsp_08153 on contig Tsp_Contig10.63
NW_003526945.1,RefSeq,CDS,2148585,2148639,.,-,1,XP_003373561.1,CDS,,rna-XM_003373513.1,,"XP_003373561.1
",,true,cds-XP_003373561.1,Tsp_08153a,,"GenBank:XP_003373561.1,GeneID:10906716",,hypothetical protein,,3' end%3B 5' end is gene Tsp_08153 on contig Tsp_Contig10.63
NW_003526945.1,RefSeq,CDS,2148239,2148421,.,-,0,XP_003373561.1,CDS,,rna-XM_003373513.1,,"XP_003373561.1
",,true,cds-XP_003373561.1,Tsp_08153a,,"GenBank:XP_003373561.1,GeneID:10906716",,hypothetical protein,,3' end%3B 5' end is gene Tsp_08153 on contig Tsp_Contig10.63
NW_003526945.1,RefSeq,CDS,2147964,2148029,.,-,0,XP_003373561.1,CDS,,rna-XM_003373513.1,,"XP_003373561.1
",,true,cds-XP_003373561.1,Tsp_08153a,,"GenBank:XP_003373561.1,GeneID:10906716",,hypothetical protein,,3' end%3B 5' end is gene Tsp_08153 on contig Tsp_Contig10.63
NW_003526945.1,RefSeq,CDS,2147762,2147935,.,-,0,XP_003373561.1,CDS,,rna-XM_003373513.1,,"XP_003373561.1
",,true,cds-XP_003373561.1,Tsp_08153a,,"GenBank:XP_003373561.1,GeneID:10906716",,hypothetical protein,,3' end%3B 5' end is gene Tsp_08153 on contig Tsp_Contig10.63
NW_003526945.1,RefSeq,gene,2149392,2149520,.,-,.,Tsp_08153,Gene,protein_coding,,,,,true,gene-Tsp_08153,Tsp_08153,,GeneID:10906717,,,".,2149392
",
NW_003526945.1,RefSeq,mRNA,2149392,2149520,.,-,.,XM_003373514.1,mRNA,,gene-Tsp_08153,"XM_003373514.1
",,,true,rna-XM_003373514.1,Tsp_08153,,"GenBank:XM_003373514.1,GeneID:10906717",,conserved domain protein,".,2149392",
NW_003526945.1,RefSeq,exon,2149392,2149520,.,-,.,,mRNA,,rna-XM_003373514.1,"XM_003373514.1
",,,true,exon-XM_003373514.1-1,Tsp_08153,,"GenBank:XM_003373514.1,GeneID:10906717",,conserved domain protein,".,2149392",
NW_003526945.1,RefSeq,CDS,2149392,2149520,.,-,0,XP_003373562.1,CDS,,rna-XM_003373514.1,,XP_003373562.1,,true,cds-XP_003373562.1,Tsp_08153,,"GenBank:XP_003373562.1,GeneID:10906717",,hypothetical protein,".,2149392
",5' end%3B 3' end is gene Tsp_08153 on contig Tsp_Contig10.62
NW_003526945.1,RefSeq,gene,2153629,2155226,.,-,.,Tsp_08154,Gene,protein_coding,,,,,,gene-Tsp_08154,"Tsp_08154
",,GeneID:10906718,,,,
NW_003526945.1,RefSeq,mRNA,2153629,2155226,.,-,.,XM_003373515.1,mRNA,,gene-Tsp_08154,"XM_003373515.1
",,,,rna-XM_003373515.1,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2155131,2155226,.,-,.,,mRNA,,rna-XM_003373515.1,"XM_003373515.1
",,,,exon-XM_003373515.1-1,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2154937,2154955,.,-,.,,mRNA,,rna-XM_003373515.1,"XM_003373515.1
",,,,exon-XM_003373515.1-2,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2154310,2154528,.,-,.,,mRNA,,rna-XM_003373515.1,"XM_003373515.1
",,,,exon-XM_003373515.1-3,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2154127,2154218,.,-,.,,mRNA,,rna-XM_003373515.1,"XM_003373515.1
",,,,exon-XM_003373515.1-4,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,exon,2153629,2153670,.,-,.,,mRNA,,rna-XM_003373515.1,"XM_003373515.1
",,,,exon-XM_003373515.1-5,Tsp_08154,,"GenBank:XM_003373515.1,GeneID:10906718",,conserved hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2155131,2155226,.,-,0,XP_003373563.1,CDS,,rna-XM_003373515.1,,"XP_003373563.1
",,,cds-XP_003373563.1,Tsp_08154,,"GenBank:XP_003373563.1,GeneID:10906718",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2154937,2154955,.,-,0,XP_003373563.1,CDS,,rna-XM_003373515.1,,"XP_003373563.1
",,,cds-XP_003373563.1,Tsp_08154,,"GenBank:XP_003373563.1,GeneID:10906718",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2154310,2154528,.,-,2,XP_003373563.1,CDS,,rna-XM_003373515.1,,"XP_003373563.1
",,,cds-XP_003373563.1,Tsp_08154,,"GenBank:XP_003373563.1,GeneID:10906718",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2154127,2154218,.,-,2,XP_003373563.1,CDS,,rna-XM_003373515.1,,"XP_003373563.1
",,,cds-XP_003373563.1,Tsp_08154,,"GenBank:XP_003373563.1,GeneID:10906718",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2153629,2153670,.,-,0,XP_003373563.1,CDS,,rna-XM_003373515.1,,"XP_003373563.1
",,,cds-XP_003373563.1,Tsp_08154,,"GenBank:XP_003373563.1,GeneID:10906718",,hypothetical protein,,
NW_003526945.1,RefSeq,gene,2157615,2163557,.,-,.,Tsp_08155,Gene,protein_coding,,,,,,gene-Tsp_08155,"Tsp_08155
",,GeneID:10906719,,,,
NW_003526945.1,RefSeq,mRNA,2157615,2163557,.,-,.,XM_003373516.1,mRNA,,gene-Tsp_08155,"XM_003373516.1
",,,,rna-XM_003373516.1,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2163531,2163557,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-1,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2163201,2163400,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-2,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2162828,2162981,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-3,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2161512,2162411,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-4,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2161347,2161430,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-5,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2161135,2161309,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-6,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2160576,2161059,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-7,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2158166,2158400,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-8,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2157788,2158039,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-9,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,exon,2157615,2157719,.,-,.,,mRNA,,rna-XM_003373516.1,"XM_003373516.1
",,,,exon-XM_003373516.1-10,Tsp_08155,,"GenBank:XM_003373516.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2163531,2163557,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2163201,2163400,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2162828,2162981,.,-,1,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2161512,2162411,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2161347,2161430,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2161135,2161309,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2160576,2161059,.,-,2,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2158166,2158400,.,-,1,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2157788,2158039,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526945.1,RefSeq,CDS,2157615,2157719,.,-,0,XP_003373564.1,CDS,,rna-XM_003373516.1,,"XP_003373564.1
",,,cds-XP_003373564.1,Tsp_08155,,"GenBank:XP_003373564.1,GeneID:10906719",,hypothetical protein,,
NW_003526948.1,RefSeq,gene,6044992,6044997,.,-,.,Tsp_10566a,Gene,protein_coding,,,,,true,gene-Tsp_10566a,Tsp_10566a,,GeneID:10900811,,,".,6044992
",
NW_003526948.1,RefSeq,mRNA,6044992,6044997,.,-,.,XM_003372265.1,mRNA,,gene-Tsp_10566a,"XM_003372265.1
",,,true,rna-XM_003372265.1,Tsp_10566a,,"GenBank:XM_003372265.1,GeneID:10900811",,hypothetical protein,".,6044992",
NW_003526948.1,RefSeq,exon,6044992,6044997,.,-,.,,mRNA,,rna-XM_003372265.1,"XM_003372265.1
",,,true,exon-XM_003372265.1-1,Tsp_10566a,,"GenBank:XM_003372265.1,GeneID:10900811",,hypothetical protein,".,6044992",
NW_003526948.1,RefSeq,CDS,6044992,6044997,.,-,0,XP_003372313.1,CDS,,rna-XM_003372265.1,,XP_003372313.1,,true,cds-XP_003372313.1,Tsp_10566a,,"GenBank:XP_003372313.1,GeneID:10900811",,hypothetical protein,".,6044992
",5' end%3B 3' end is gene Tsp_10566 on contig Tsp_Contig21.13
NW_003526948.1,RefSeq,gene,6046376,6047020,.,-,.,Tsp_10567,Gene,protein_coding,,,,,,gene-Tsp_10567,"Tsp_10567
",,GeneID:10900812,,,,
